site,cropp,time,response,SE,df,lower.CL,upper.CL,.group,year,plant,location,planting,crop,gender,height,weight,planting1,doyp,harvest,doyh,dap
,,,,,,,,,2019,6,grant,July,soybean,m,,11.4,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,7,grant,July,soybean,m,,5.1,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,8,grant,July,soybean,m,,3.3,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,9,grant,July,soybean,m,,2.4,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,10,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,11,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,12,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,13,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,14,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,15,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,16,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,17,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,18,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,19,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,20,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,21,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,22,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,23,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,24,grant,July,soybean,,,,,,,,
,,,,,,,,,2019,1,grant,July,corn,f,,1,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,2,grant,July,corn,m,,2.7,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,3,grant,July,corn,f,,1.2,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,4,grant,July,corn,m,,1.6,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,5,grant,July,corn,m,,3,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,6,grant,July,corn,f,,1.5,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,7,grant,July,corn,f,,1.6,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,8,grant,July,corn,f,,3.5,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,9,grant,July,corn,m,,2,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,10,grant,July,corn,f,,1.8,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,11,grant,July,corn,f,,1.1,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,12,grant,July,corn,m,,1.5,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,13,grant,July,corn,f,,2,7/2/19,183,7/31/19,212,29
,,,,,,,,,2019,14,grant,July,corn,,,,,,,,
,,,,,,,,,2019,15,grant,July,corn,,,,,,,,
,,,,,,,,,2019,16,grant,July,corn,,,,,,,,
,,,,,,,,,2019,17,grant,July,corn,,,,,,,,
,,,,,,,,,2019,18,grant,July,corn,,,,,,,,
,,,,,,,,,2019,19,grant,July,corn,,,,,,,,
,,,,,,,,,2019,20,grant,July,corn,,,,,,,,
,,,,,,,,,2019,21,grant,July,corn,,,,,,,,
,,,,,,,,,2019,22,grant,July,corn,,,,,,,,
,,,,,,,,,2019,23,grant,July,corn,,,,,,,,
,,,,,,,,,2019,24,grant,July,corn,,,,,,,,
,,,,,,,,,2019,1,clay center,June ,fallow,,22.5,5.4,6/1/19,152,3-Jul,184,32
,,,,,,,,,2019,2,clay center,June ,fallow,,138,447.95,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,3,clay center,June ,fallow,,120,963.35,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,4,clay center,June ,fallow,,184,796.4,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,5,clay center,June ,fallow,,132,476.95,6/1/19,152,15-Jul,196,44
,,,,,,,,,2019,6,clay center,June ,fallow,,,,,,,,
,,,,,,,,,2019,7,clay center,June ,fallow,,114.5,244.6,6/1/19,152,15-Jul,196,44
,,,,,,,,,2019,8,clay center,June ,fallow,,149,981.7,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,9,clay center,June ,fallow,,181,1200.65,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,10,clay center,June ,fallow,,178,1406.6,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,11,clay center,June ,fallow,,171.5,1259.6,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,12,clay center,June ,fallow,,112.5,388.55,6/1/19,152,15-Jul,196,44
,,,,,,,,,2019,13,clay center,June ,fallow,,141,1041.5,6/1/19,152,16-Aug,228,76
,,,,,,,,,2019,14,clay center,June ,fallow,,5,0.1,6/1/19,152,12-Jun,163,11
,,,,,,,,,2019,15,clay center,June ,fallow,,17,1.5,6/1/19,152,19-Jun,170,18
,,,,,,,,,2019,16,clay center,June ,fallow,,141,730.5,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,17,clay center,June ,fallow,,105,415.9,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,18,clay center,June ,fallow,,171,464.65,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,19,clay center,June ,fallow,,135.5,1455.3,6/1/19,152,8-Aug,220,68
,,,,,,,,,2019,20,clay center,June ,fallow,,201,1201.7,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,21,clay center,June ,fallow,,200,1369.35,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,22,clay center,June ,fallow,,24,8.5,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,23,clay center,June ,fallow,,28.5,10,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,24,clay center,June ,fallow,,90,279.55,6/1/19,152,15-Jul,196,44
,,,,,,,,,2019,1,clay center,July,fallow,,91,167.25,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,2,clay center,July,fallow,,84,157.55,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,3,clay center,July,fallow,,137,514.85,7/1/19,182,13-Aug,225,43
,,,,,,,,,2019,4,clay center,July,fallow,,102,161,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,5,clay center,July,fallow,,84,160.75,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,6,clay center,July,fallow,,90,57.9,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,7,clay center,July,fallow,,157,776.5,7/1/19,182,13-Aug,225,43
,,,,,,,,,2019,8,clay center,July,fallow,,102,239.55,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,9,clay center,July,fallow,,121,386.7,7/1/19,182,13-Aug,225,43
,,,,,,,,,2019,10,clay center,July,fallow,,80,801.76,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,11,clay center,July,fallow,,144,225.4,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,12,clay center,July,fallow,,,,,,,,
,,,,,,,,,2019,13,clay center,July,fallow,,151,196.4,7/1/19,182,13-Aug,225,43
,,,,,,,,,2019,14,clay center,July,fallow,,124,349,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,15,clay center,July,fallow,,108,350.75,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,16,clay center,July,fallow,,131.5,213.75,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,17,clay center,July,fallow,,86,152.35,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,18,clay center,July,fallow,,154,396.85,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,19,clay center,July,fallow,,151,361.05,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,20,clay center,July,fallow,,124,430.2,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,21,clay center,July,fallow,,90,136.8,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,22,clay center,July,fallow,,86,174.65,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,23,clay center,July,fallow,,126,291,7/1/19,182,30-Jul,211,29
,,,,,,,,,2019,24,clay center,July,fallow,,210,1165.5,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,1,clay center,June ,corn,,143.5,45.15,6/1/19,152,8-Aug,220,68
,,,,,,,,,2019,2,clay center,June ,corn,,29,4.5,6/1/19,152,27-Jun,178,26
,,,,,,,,,2019,3,clay center,June ,corn,,42,13.5,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,4,clay center,June ,corn,,15,4,6/1/19,152,19-Jun,170,18
,,,,,,,,,2019,5,clay center,June ,corn,,18,0.8,6/1/19,152,19-Jun,170,18
,,,,,,,,,2019,6,clay center,June ,corn,,13,0.3,6/1/19,152,27-Jun,178,26
,,,,,,,,,2019,7,clay center,June ,corn,,175,134.25,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,8,clay center,June ,corn,,144,77.15,6/1/19,152,27-Aug,239,87
,,,,,,,,,2019,9,clay center,June ,corn,,201,98.8,6/1/19,152,27-Aug,239,87
,,,,,,,,,2019,10,clay center,June ,corn,,111.5,41,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,11,clay center,June ,corn,,36.5,3.1,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,12,clay center,June ,corn,,133,30.3,6/1/19,152,27-Aug,239,87
,,,,,,,,,2019,13,clay center,June ,corn,,60,10.2,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,14,clay center,June ,corn,,165.5,40.2,6/1/19,152,15-Jul,196,44
,,,,,,,,,2019,15,clay center,June ,corn,,46,22.9,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,16,clay center,June ,corn,,187,62.75,6/1/19,152,27-Aug,239,87
,,,,,,,,,2019,17,clay center,June ,corn,,,,,,,,
,,,,,,,,,2019,18,clay center,June ,corn,,153,285.95,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,19,clay center,June ,corn,,102,89,6/1/19,152,27-Aug,239,87
,,,,,,,,,2019,20,clay center,June ,corn,,123.5,12.65,6/1/19,152,27-Aug,239,87
,,,,,,,,,2019,21,clay center,June ,corn,,115,51.62,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,22,clay center,June ,corn,,85.5,10.25,6/1/19,152,8-Jul,189,37
,,,,,,,,,2019,23,clay center,June ,corn,,32,18,6/1/19,152,19-Jun,170,18
,,,,,,,,,2019,24,clay center,June ,corn,,,,,,,,
,,,,,,,,,2019,1,clay center,July,corn,,32,0.7,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,2,clay center,July,corn,,34.5,0.35,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,3,clay center,July,corn,,,,,,,,
,,,,,,,,,2019,4,clay center,July,corn,,30,0.5,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,5,clay center,July,corn,,47,0.75,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,6,clay center,July,corn,,43.5,0.7,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,7,clay center,July,corn,,40,0.6,7/1/19,182,15-Aug,227,45
,,,,,,,,,2019,8,clay center,July,corn,,83,1.95,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,9,clay center,July,corn,,52,2.1,7/1/19,182,10-Sep,253,71
,,,,,,,,,2019,10,clay center,July,corn,,,,,,,,
,,,,,,,,,2019,11,clay center,July,corn,,24,0.1,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,12,clay center,July,corn,,36,0.9,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,13,clay center,July,corn,,55.5,2.95,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,14,clay center,July,corn,,38,1.85,7/1/19,182,10-Sep,253,71
,,,,,,,,,2019,15,clay center,July,corn,,21,0.15,7/1/19,182,15-Jul,196,14
,,,,,,,,,2019,16,clay center,July,corn,,49.5,1.05,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,17,clay center,July,corn,,50,1.05,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,18,clay center,July,corn,,40,0.7,7/1/19,182,16-Aug,228,46
,,,,,,,,,2019,19,clay center,July,corn,,58,1.45,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,20,clay center,July,corn,,49,0.75,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,21,clay center,July,corn,,48,1.5,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,22,clay center,July,corn,,41,0.55,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,23,clay center,July,corn,,35,0.3,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,24,clay center,July,corn,,54,1,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,1,clay center,June ,soybean,,76,66.35,6/1/19,152,12-Jul,193,41
,,,,,,,,,2019,2,clay center,June ,soybean,,68.5,102.4,6/1/19,152,12-Jul,193,41
,,,,,,,,,2019,3,clay center,June ,soybean,,32,6.5,6/1/19,152,24-Jun,175,23
,,,,,,,,,2019,4,clay center,June ,soybean,,32,22.5,6/1/19,152,3-Jul,184,32
,,,,,,,,,2019,5,clay center,June ,soybean,,37,14.8,6/1/19,152,24-Jun,175,23
,,,,,,,,,2019,6,clay center,June ,soybean,,35,14.25,6/1/19,152,24-Jun,175,23
,,,,,,,,,2019,7,clay center,June ,soybean,,113,283.5,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,8,clay center,June ,soybean,,62,15.8,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,9,clay center,June ,soybean,,100,168.5,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,10,clay center,June ,soybean,,142,224,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,11,clay center,June ,soybean,,108,192.05,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,12,clay center,June ,soybean,,122,126.4,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,13,clay center,June ,soybean,,154,442.05,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,14,clay center,June ,soybean,,152,312.65,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,15,clay center,June ,soybean,,134,464.5,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,16,clay center,June ,soybean,,76,76.6,6/1/19,152,8-Jul,189,37
,,,,,,,,,2019,17,clay center,June ,soybean,,128,358.45,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,18,clay center,June ,soybean,,28.5,6,6/1/19,152,24-Jun,175,23
,,,,,,,,,2019,19,clay center,June ,soybean,,133,594.7,6/1/19,152,30-Jul,211,59
,,,,,,,,,2019,20,clay center,June ,soybean,,44,20.1,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,21,clay center,June ,soybean,,159.5,168.15,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,22,clay center,June ,soybean,,,,,,,,
,,,,,,,,,2019,23,clay center,June ,soybean,,137.5,378.55,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,24,clay center,June ,soybean,,111,75.6,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,1,clay center,July,soybean,,,,,,,,
,,,,,,,,,2019,2,clay center,July,soybean,,45,1,7/1/19,182,25-Aug,237,55
,,,,,,,,,2019,3,clay center,July,soybean,,62,1.8,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,4,clay center,July,soybean,,40,0.8,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,5,clay center,July,soybean,,82,5.5,7/1/19,182,10-Sep,253,71
,,,,,,,,,2019,6,clay center,July,soybean,,,,,,,,
,,,,,,,,,2019,7,clay center,July,soybean,,98,28.85,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,8,clay center,July,soybean,,57,3.15,7/1/19,182,10-Sep,253,71
,,,,,,,,,2019,9,clay center,July,soybean,,59,2.55,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,10,clay center,July,soybean,,43.5,0.7,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,11,clay center,July,soybean,,44,0.45,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,12,clay center,July,soybean,,55,0.8,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,13,clay center,July,soybean,,21,0.3,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,14,clay center,July,soybean,,,,,,,,
,,,,,,,,,2019,15,clay center,July,soybean,,49,1.05,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,16,clay center,July,soybean,,70,2.9,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,17,clay center,July,soybean,,40,0.85,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,18,clay center,July,soybean,,37,0.4,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,19,clay center,July,soybean,,67.5,1.8,7/1/19,182,5-Aug,217,35
,,,,,,,,,2019,20,clay center,July,soybean,,88,3.65,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,21,clay center,July,soybean,,62,1.35,7/1/19,182,27-Aug,239,57
,,,,,,,,,2019,22,clay center,July,soybean,,,,,,,,
,,,,,,,,,2019,23,clay center,July,soybean,,58.8,0.25,7/1/19,182,23-Aug,235,53
,,,,,,,,,2019,24,clay center,July,soybean,,52,1.15,7/1/19,182,3-Sep,246,64
,,,,,,,,,2019,1,havelock,June ,fallow,f,157,251.7,6/1/19,152,2-Aug,214,62
,,,,,,,,,2019,2,havelock,June ,fallow,f,114,260.4,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,3,havelock,June ,fallow,f,61,19.3,6/1/19,152,11-Jul,192,40
,,,,,,,,,2019,4,havelock,June ,fallow,f,185,151.8,6/1/19,152,4-Aug,216,64
,,,,,,,,,2019,5,havelock,June ,fallow,f,119,93,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,6,havelock,June ,fallow,f,94,65.8,6/1/19,152,21-Jul,202,50
,,,,,,,,,2019,7,havelock,June ,fallow,f,89,51.7,6/1/19,152,21-Jul,202,50
,,,,,,,,,2019,8,havelock,June ,fallow,f,81,53.8,6/1/19,152,21-Jul,202,50
,,,,,,,,,2019,9,havelock,June ,fallow,f,102,121.2,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,10,havelock,June ,fallow,f,178,199.9,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,11,havelock,June ,fallow,f,122,84.7,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,12,havelock,June ,fallow,f,76,38.6,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,13,havelock,June ,fallow,f,119,90.4,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,14,havelock,June ,fallow,f,86,46,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,15,havelock,June ,fallow,m,61,17.5,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,16,havelock,June ,fallow,m,142,218.5,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,17,havelock,June ,fallow,m,76,100.3,6/1/19,152,21-Jul,202,50
,,,,,,,,,2019,18,havelock,June ,fallow,m,137,212.5,6/1/19,152,4-Aug,216,64
,,,,,,,,,2019,19,havelock,June ,fallow,m,109,76.2,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,20,havelock,June ,fallow,m,150,169.9,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,21,havelock,June ,fallow,m,46,34.8,6/1/19,152,11-Jul,192,40
,,,,,,,,,2019,22,havelock,June ,fallow,m,76,37.7,6/1/19,152,11-Jul,192,40
,,,,,,,,,2019,23,havelock,June ,fallow,m,107,128.8,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,24,havelock,June ,fallow,m,97,58.2,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,1,havelock,July,fallow,F,48,4.1,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,2,havelock,July,fallow,F,53,2.7,7/2/19,183,11-Sep,254,71
,,,,,,,,,2019,3,havelock,July,fallow,F,46,1.9,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,4,havelock,July,fallow,F,51,1.5,7/2/19,183,15-Sep,258,75
,,,,,,,,,2019,5,havelock,July,fallow,F,38,2,7/2/19,183,16-Sep,259,76
,,,,,,,,,2019,6,havelock,July,fallow,F,56,4,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,7,havelock,July,fallow,F,71,7,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,8,havelock,July,fallow,F,46,2.2,7/2/19,183,11-Sep,254,71
,,,,,,,,,2019,9,havelock,July,fallow,F,41,1.8,7/2/19,183,9-Sep,252,69
,,,,,,,,,2019,10,havelock,July,fallow,F,41,0.9,7/2/19,183,4-Aug,216,33
,,,,,,,,,2019,11,havelock,July,fallow,F,20,1.3,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,12,havelock,July,fallow,F,30,0.7,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,13,havelock,July,fallow,F,36,1.7,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,14,havelock,July,fallow,M,46,1.9,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,15,havelock,July,fallow,M,30,0.8,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,16,havelock,July,fallow,M,46,2.1,7/2/19,183,16-Sep,259,76
,,,,,,,,,2019,17,havelock,July,fallow,M,38,2.2,7/2/19,183,9-Sep,252,69
,,,,,,,,,2019,18,havelock,July,fallow,M,64,5.3,7/2/19,183,26-Sep,269,86
,,,,,,,,,2019,19,havelock,July,fallow,M,13,0.4,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,20,havelock,July,fallow,M,23,9.9,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,21,havelock,July,fallow,,,,,,,,
,,,,,,,,,2019,22,havelock,July,fallow,,,,,,,,
,,,,,,,,,2019,23,havelock,July,fallow,,,,,,,,
,,,,,,,,,2019,24,havelock,July,fallow,,,,,,,,
,,,,,,,,,2019,1,havelock,June ,corn,f,185,19.3,6/1/19,152,13-Sep,256,104
,,,,,,,,,2019,2,havelock,June ,corn,f,178,11.9,6/1/19,152,15-Sep,258,106
